Z3A6QU9xcFRPRkJNTGpGeFhBMGg2eXVJVF9sZXhGMzdRR0h0eVhRSVdTOVJIMklJVlZIU0p3THBha3NRbzN4NVF1UURLTXlJblNGSWlWUkZyam5aTkZVQWc	February 28, 2017	4	I like the Alexa app.  It works well and integrates well with my Harmony hub to control my TV.  I love the large number of skills now available for Alexa, though a number of those are not very high quality.  I had one issue when I upgraded my Galaxy S7 to Android 7.  The Alexa app on my phone no longer worked, though it had no effect on my Echo Dot.  I had to manually update the phone app permissions to allow the app to work again.  Other than that issue, Alexa generally works.
Z3A6QU9xcFRPR0hzMGFFSkhDRnpLWnc4T0xaTk5TajdIUy15UHhkaTRHcnM1RFVHbk5INl9IV1ZJNDJLNW1aYk9wY2xxZDUwM0x2dWgyZWc3azJFRWc2R1E	March 1, 2016	2	I'm not sure what happened during the update but I can't log into my old account. I thougt I never made one but when I tried to create a new one, I got a weird error message and can't create it. I tried logging in with FB several times over 2 days & repeatedly got a FB message stating the app is still in development mode & don't have the proper permissions to proceed. What's that all about? To top it off, there's no way to turn off the sound notifications. Super annoying.
3A6QU9xcFRPSGFOQmowZGoyR0w5R25fV3ROOFJGeW1kV1dGRWk5RW0xUUVVVThvM3c1MU5IQTdfT0o5S0FrWEwzNFRDUTZmRzk5UktySFJNUlB0QWp3bUdj	August 31, 2016	5	Great app and barely asks for user permissions! Thanks for keeping our privacy :).
Z3A6QU9xcFRPR282RzZXbkwxZEVGSTRRYWVrRk44aDd1cmxBR2k1Y1hjdlJGcnh0elpWeFMtSXkxTm52WnB5cU8zWXh5aWptVlZHTGlkNThsUkYyRmFjUnc	October 16, 2016	5	For everyone who values his/her/their privacy, and is seeking something attractive & easy to use, Opera VPN is GOOD!
Z3A6QU9xcFRPRzM5UTVHdnE3Y3BCMnRqY1FnXzlZdXNCeEJlM2ZYZnZJVXdGazhXNGZKY0hqcEsyNkw3RFFSbWRLNkdTX1hRRzZpcWN6WHpCZzN5dFBjTUE	August 27, 2016	1	This app changes permissions for other apps and won't reset them when done with your session. Good luck finding the settings again, tech support doesn have a clue about this.
Z3A6QU9xcFRPR3ZfSk5USm41dFk4cGZoVFlld242VWFjTDRJSVp4ODVFVGhhVVE1N1RQdE9FS19MdEVWci03eTlhOEhDZENyT0Q5MHBIQ2RDMWxYQ1o1S3c	February 20, 2017	1	Terrible, keeps telling me inadequate root, check permission
3A6QU9xcFRPSFdfV0FQdUtVNzZCNUs1YkxDQnVPazNuZ1pwNmZoZms4eXROTHZIWFF3aExnVHF3UHBXSlEwU3VNNjV6YU5DQXlGcWo3YVR1M0NwSk94TDl3	October 9, 2016	1	Why does a news app require managing my calls? When the app asked for permission to manage calls and I denied, app wouldn't open. Uninstalled the app.
3A6QU9xcFRPRjlyaTUyZFd3Q3YydlpMXzU5WkViTWU3SU43YlM5SVZ0YnVuX1hTQzV3TlBRU3FvZ3hqcDJXQ3hoVGpVb3JSYjJrRUNIcFh4VFRvSi01NF9n	April 3, 2016	5	Ready to use and doesn't ask for many permissions like other apps. I only wish it would say how much snow/rain was in the forecast.
Z3A6QU9xcFRPR2tRYk8weWRlcHk4WU9SWlNadjV5UmIyZmk3azlWYW5fVVZWSzMxUEhPWmRBYzlmeDVkZmdSSVE5STROOHl6WGtJS090eWs3WU9SNXlnSFE	September 6, 2016	5	MEGA has earned its name in my experience and humble opinion. While everyone is different and therefore will have a slightly varying opinion, you would have to be either mad, jealous or simply stupid not to love this app and service.  As far as I'm concerned, MEGA sets the standard for the cloud storage solution, as well as user care and privacy, I might add. In the years since I started using MEGA, I haven't felt my privacy was threatened in any way. Au contraire! Their cloud servers are the only systems besides my own that I feel comfortable storing my data on without a GPG run first lol!  And what other so-called *drive or *box service gives you a whopping 50GB free and a very marginal fee for a googolplex more! x) In short, I'd recommend MEGA to everyone I know. New Zealand should be proud to be the home of such a privacy-aware and outstanding company.
3A6QU9xcFRPSHVCRW0wTXFkQkpGZmhYVTk3bFdQOV9DOHd2MW9ZYlk4OUxfMzFvV1BnTWY1eFZoaTRFVnh6R0tFRmlrLU1DQU4zVTh6N09YdHM0U2RtVXJV	January 10, 2017	5	I loved this if this is a really safe for our privacy
Z3A6QU9xcFRPSG5SZFVxNmpLWEJPMlgtbDg2czJoeGJpdVY3aTlOQzJ3czBMTjdiSFVDeGlXU3ZaVEVnTUplUnp0S0JSeGNZRkIxdVB2ckVvb1BlMTAtNGc	September 20, 2016	5	Why would anyone not like it???? Its not too big in size, is free and easy to use and amazing features. Its perfect. It doesn't ask for too many permissions too. Though....could make the fonts available offline???
Z3A6QU9xcFRPRmY4MTlLSXphZ3VZbXVzTDM1LTFCVnNmQ2RKZGVydHlMUHJ5NUNrWjJaR0ViLWM0UGFSNjVGTmYzdlkzSWJXSWtWelV6S2Z4N2dRTjd3cnc	February 5, 2016	2	Like other concerned users warned, this app requires way more permissions than it needs. I'll just use the web interface
3A6QU9xcFRPR21TU2w5TlhyX3ZyelVGREM2R2hweWdhMFhuaDVYb1RobGtzZnMwUldSejlTTG5QWUFoYkZOeVJNMkkxRWdwWDVTUTdQODZFWGg0bnlOWVY4	July 15, 2016	3	There is an issue of record audio permission on galaxy note series.  Could u pls help how to solve it?
3A6QU9xcFRPSEt2NzB3R2dBTFJvYXQzMzV1bXRVM01CV0lnSGlHVkVXVDZwYXoyU0lvdW45OWdnNUhOMF9ZRjRjbkxCeVk4cXRvZ1V3VmVXdUZ3RC1PTzVB	July 23, 2016	5	Does what it promises, and unlike some of the other choices, requires NO special permissions, so it is least invasive in terms of my privacy.
Id=Z3A6QU9xcFRPRkJlUnFtLUwtUDFNVXQ5Ty1kSkJsUmdPekF6OEx1dlBEcEFYQjBVSVpRTURyS3RmTWpSeldRZ2VVaGJLT3Z2cThaWDhoaHAydG8yMnNS	April 18, 2016	5	Great app no permissions.
3A6QU9xcFRPR1RQeHNUYlpwaU02alhRZU9hLXRsUXJ0QmlUeWZ4Rkh1NS1OWVBZcUVocC00ZklqeWQ4RFhyU3F0cjByNGhad0gwUWtTQTM5RGdGUFFMaEhr	March 4, 2016	1	Permissions are totally out of hand and uncalled for. Thats a BIG PROBLEM!!
3A6QU9xcFRPRnNWcDBjVndOU0dpU1NrUmNMeHNJcGNuZkQ0cGJqYVY3WEdKN2tqcktfYkNVVHlRZC1rM01qSTdpYXplbEZkT1ZfdkpNV3ZJeVdQemZ2aHI0	September 9, 2016	1	Had a friend of mine supposedly post some pictures here. Absolutely no way for me to view whatever she posted without giving this app a bunch of permissions even though I was invited by my friend to view them.
3A6QU9xcFRPRjVKMlBud2dfdlI0eWpxWVo3YTRKYWNxMnpQY2ttdHRNbzc0TW5ONENBRWV1Y3FjX2lwM3RCQzJJTjdROWVSZjhxVEwwM3pUc3FGbm9NVVRB	December 18, 2016	5	PIA crushes all other VPN providers (Mullvad is 2nd best IMHO.) They have secure VPN servers all around the world that you can pick from. With unlimited bandwidth usage, no logs (this has been proven in court) and they offer SOCKS5 proxies for less than $40/year.  It's a no-brainer deal when it comes to your security and privacy. Think about how much you pay for internet service per year!  Plus PIA has great support and their apps are easy to use and they also offer more advanced setups for OpenVPN/OpenWRT.
3A6QU9xcFRPRmdnYXVnejFDU0JHTXVuQU5ZLUY0THM0NHZmX2lwZkdZMXJZZnZOYTAwYThCcUpCRENPcDhBMVZGeXBVOXNVdDlwRjdKenc0MFBlbnNFWlVr	January 11, 2016	5	Very nice app has good features and requires no permissions(witch is good) like read phone calls etc witch I hate. Keep up work
Z3A6QU9xcFRPR0FVQ2ZJODJrdjdYQTVDWHJfTzlYdnBIRXJyWURBY2ZHSjdhaFNpRnY3aHdqTjVPUGx2ekpsYjl4NTN1QjAzeVVlU2RRMHZJMFhSRldoc3c	January 20, 2017	2	I couldn't undrestan what dose it want to say! It says get permission ! Who the hell i get permisson from  !
3A6QU9xcFRPRzVkOFEzSC1XS3RBRmphdGoxbTV5d1ZpZW5tQ1RBdFlYUXl1dFNNT1Izb29jOXZzM214OWpEWEN4Ymw3cmJoOVl6UDhiRzBWNzY3UW9LRFRJ	June 21, 2016	2	Website is slow & bloated, app is overreaching reasonable privacy bounds. Come on Newegg! Quit floating on that name & refind your tech roots, you should know that techies hate excessive permissions. Uninstalled...
Z3A6QU9xcFRPRW1GVlY3YUxfSU8yY3BXRktvdFMxblpxcXpReGt2YUliX0J0aXlTNHV0aVJRcmhjQ0ZkXzRfZVNHQkVveENLeHNCVzE1eW5YTmR4T28wMHc	November 22, 2016	1	If you give me good explination why you have must permission for files, media, photos etc...? I will change my review to 5 stars...
3A6QU9xcFRPRUJkVlZXYzBVMGh1V1FrbUEtM0hUSWw2ejRiWmtjcVJuRS1kWVNBSWFJYWU3RXZ5MzhOOFRjeEMzVVVuTFNDbjdSaElnM2lYdmNiUjZOdV9n	March 6, 2016	5	Highly configurable! Provides excelent features for security and privacy. Handles multiple accounts better than any other mobile email client. I highly recommend for all the power users out there. In my experience, this is hands down the best email client for android :)
3A6QU9xcFRPSHg5R29aVXFzSGE5d0gwVDNBdXJzZXRadGFpb1FLZi1nOVhjUUk0UUQwVHpPaVE4ajJnbk5ZU2lpallEX0JRdHFneEpPTHZvaDBVVEhHOGRZ	July 12, 2016	5	Great way to organize thoughts, intuitive, uncluttered, appreciate the privacy options.
