ID	Date	Review score	Review text	Sentiment	Label
Z3A6QU9xcFRPSGlrcFU3ckM4VS1yWHl2bS04S0JrSkZfWU1XbTBOQTFQUTBiVlNGcDNfWmxTeWVGcXIyZWZXSHo0MmJHeVBQR05fckMyYjFzS25EWEpiWHc	January 15, 2017	5	I don't know whether it's because Android 6 permissions have changed or not but I can't use File Commander to get access to my OTG USB.	-	PRB
Z3A6QU9xcFRPSGlIYjV1UFlVTDlJMi1fTTNoN29iWmxaanoyT1pCbGstdlVobDNHZ25xdG83NlE5cFVTb2hSWDFEamg1NHpvNWdONlVncUxQQkJjTzlZWEE	December 22, 2016	5	You have permission	+	NR
Z3A6QU9xcFRPSGdsUi1vajBkbElhUVNGcEVTQmNNVi1wMGR4UVlTSk01R2IxeWZ0bnptTS1HVDRENlg5ZUJxOUVQaDdsT216bzVvY3ZiZE9xeHlJS2U2VXc	October 3, 2016	5	How ironic that a game about hacking needs no sketchy permissions compared to a clock app...	+	MiP
Z3A6QU9xcFRPSG5EWUd4UGR0VVczb0FYLVc2R0FXQUhCRUdSbHFGRHA1NHZQc0huRVNBMDBaNHJzM1p0WmdtT1VqREtiX3MwM0dqTEs1ak5YYUpMbm1QSlE	October 15, 2016	5	Requires no permissions aside from internet access	+	MiP
Z3A6QU9xcFRPSFZtR2JUdUlZNnM1bWpnVFIxa21NajlzX256akVsUkVWS3dfTlEwY3h3VUtMNDl6a1NoMENiYTh4VENpanNSUjUzQXl4aXhrWDZGYmVKZ3c	June 10, 2016	5	To disable adds Download permission manager from playstore  and find this app and disable Internet access and uninstall and reinstall ....done no ads version for free.	-	NR
Z3A6QU9xcFRPSFYtT0lFaDRPY05JajBTWVJKbldodjA1YXRUeUtSMV9uTU04YmpKUi13N0FucldFNDA1Z0tFU3Z5Z1VadU42VlV0eDdOQnk5dFFUZ0xReFE	September 6, 2016	5	Worried about government surveillance, get this, it's bonza mate. Need to access overseas streaming services, get this. I love this VPN, it's blooming fast, sips lightly at system resources and its free. There are ads here, but so far I have only seen them even actually in the app, haven't had any pop-ups or anything like that. Struth mate, hop on up and click on install, I don't think you'll regret it. It's a cracker.  Thanks Opera, good to see some companies still care about peoples bloody privacy	+	PP
Z3A6QU9xcFRPSFRTRTBWUS1Zb29QZ3dsQnVHeHRLZGIzd3hqZGxUUjVKSm0xMm5aS29lZUlJTVBDV283TjZobWlyYjhPU2xFSzhnRFd0WW1VUTI5NWIzN2c	November 16, 2016	5	For Xiaomi phone user, make sure to allow display popup permission for this app to work. Suggestion to Dev: please add option to configure clock display location, I need to set it on the top part of my screen to fit my phone cover. Thanks!	+	NR
Z3A6QU9xcFRPSFR2eGJnT1EzU1VyMWlkd3FaaENfWjNjNnI1YzA4TDAzWFRCUERrSFI3eVJIWVpTTklKS2VadnlxanVsdEFGd3FxclFQOHdOZFNLbk0yemc	November 3, 2016	5	Great app, very easy to use.  Like the privacy lock feature. Only complaint is that it doesn't sync with my Samsung S health app.	+	PP
Z3A6QU9xcFRPSFl2X2hwSDRaY01JS0c4bG53MzY1dXNHX3hYbTRvbGxicE15dUc4UEtGUUR2MWFqM3o3THlwUFlLRnhGZlhLMjVFa2Jobk1jbTRkVDJSM3c	June 11, 2016	5	I've tried others, this is the simplest, easiest to use of the 'to do\ apps.  Does not ask for permissions!!"	+	MiP
Z3A6QU9xcFRPSFBldEJtT3U4ZUxoN2FwNXZtLXRKMnpOLXJmRmE3QmdLeThnVzBTcm5zb2daY3VqTE5LLW40Mm9oc0d2SzhmZU5vclRZNkxhbS01QVphREE	March 17, 2016	5	Simple enough for beginners. Includes features like backup, papper wallet and privacy settings.	+	NR
Z3A6QU9xcFRPSFA0Mjh2V2tBSkNod0pLSDFLWDN1M3I3VXJyRTQ5QWpnZ29jWHFGb0FMOTVhbVQyaUdocVRpOERZMDFvUVZBWEdWT3pLb3pDbE94ZWtxN2c	December 24, 2016	5	Only asks for camera permissions, not permission to your picture gallery or other shady things like contacts data. I like that so i will stick to this one purely based on phone security. l have seen other QR code reading apps recently that ask for these permissions and I will never use them. You never know who could hack an app that has permissions to your sensitive data.	+	MiP
Z3A6QU9xcFRPSF9oR3o4WkJQby04R1pxUGpJZEJ0TDRsYXRhTDZWcEh2VXVxX1dLMTBxbTQ1cWtPRHVfQ2NlT0gyeEZDY045RE83bVUzRHBEVjJCZ25Cd1E	April 21, 2016	5	Dedicated to encryption and privacy. Stable, fast & useful.	+	NR
Z3A6QU9xcFRPSEtSTC1jNUxKeURQbFo4ZUxIRVA4b0ZtWHhlWXVBQm1UUXFoUkRJVXEzU3JaNnduMk5KYXJDWVpBVmRYaHk2b1V4WW9WUm02YVdCSi0tLXc	September 27, 2016	5	One of many killer apps for Android Wear. Opening cards on my Moto 360 toggles sunlight mode (provided you're on Wear 5.x, which all current AW watches have available) so that the display is at max brightness for a few seconds and has the best chance of scanning correctly. (CVS and Walgreens always work smoothly!). Backup to Google account with minimal permissions is great too.	+	MiP
Z3A6QU9xcFRPSENmUkhPZlRJVTVEUFdraDludkw4d21SdllLVk5yR1dPSjh6aF8tNl9tdUNYRGgwLWF6cXNSSjNIaG1UQnRUZUw3NnVscnpLNUV0MmVlalE	October 3, 2016	5	So happy I found this app .. I have always been a fan but primarily read it on my computer. It's great to be able to acess it from my phone and read it any where. I appreciate that this app did not require any of the permissions to install. Very nice job, THANKS :) for offering free!!	+	MiP
Z3A6QU9xcFRPSEJRTjBNUGp1Q0Y5ZkIxbDB2OUJ2eGJzS2JSSU85ZV9mNm1SN0N1cWE4cEJXSzlhdXRxaVJtOE9Fc1B6ZnAxU1hQYlhvQmdUcTdPQVpaLVE	July 27, 2016	5	None of the crap you hate about fb. Just friends, privacy, even disappearing messages	-	NR
Z3A6QU9xcFRPSEJCNTRiZHc4bVpUbjcwNWoxNWd5bUU3OE1rNnFKaEwzZjVnOVBfNVZ5LUFZbmNFMTNxb0ttUk9Bc2pyOEJIMENHRnk2a3BIa0pMX2JlQ3c	March 14, 2016	5	If you can not take pictures, but getting an error, just switch to video mode and confirm permissions for video mode too. After that, you can switch back to photo but now you can take photos. I suppose this will be fixed soon, but until then...	-	PRB
Z3A6QU9xcFRPSEhfS2o0SVczWXdSQ2F4LTV6OFdqTWJiR2Y2NzdHTkJWaHhsbWZnLW16YmREYU1BUEdOZ0NXa0w3SThua0RsOVVTakQxYU1yRjFhYWRZaEE	October 20, 2016	5	a nice one to keep my privacy... great	-	NR
Z3A6QU9xcFRPSEFuSjFIU2hqcmtIUW5sY1JReGk3UjJCM01pemhNS3g2bkFiaFFfZDFNMjV0bWRTYVRCeEZIMVJ0RjdITk92QW1YSGZLZDhZeW1rS05ubkE	August 28, 2016	5	Absolutely love it. No permissions, no ads, small file size, does what it's supposed to. Perfect.	+	MiP
Z3A6QU9xcFRPSDZFYXVyX0tlbzA2MnQyUWQ2WV9nVkJQR3hoZEZuZnpYLVJDSjhuaDFfOXVsdXJCRUZ2dlpDZHpQSEx3eXF6UmNwMTA5bXZuNGpEaGcwb0E	January 1, 2016	5	This is a great way to collect all those memories you wanted to keep! Also, it's private. You can set a password on it so that no one can delve into your relationship- allows you to keep your privacy with your significant other~ Oh! And the stickers are super cute and fun 😊	+	NR
Z3A6QU9xcFRPSDNzaWpiNUpQVHJuMS1DS1NqQkFHNEZnMkVvelU3NDh6LUdZclh1QU1nWXNRSkNoMVNzU3RKeV9wV0ptd1liN1A5c01WeEpnTkpJclJ5ZlE	October 24, 2016	5	A good app requires no internet permissions. And you found it.	+	MiP
Z3A6QU9xcFRPSDlzb1lGejVvTFc2bVlWWkxPOV80WWY0TmpSUm1oQUszSWQ0aTlmMlBuZHNIUElha1h3RXlEWng1TTJfUkRYSG5PRTBJMEljeVhyYzFfeFE	June 10, 2016	5	Make it possible where you could put a logo on the screen and words and the privacy button with the floating icon thx 😉	-	NR
Z3A6QU9xcFRPSDFNM1l3ZGI4TWJjbEFRUnRNUFdGLUhHZkxJajZDQXVTRlpBSk9ZVHVDM3NLVGZORmdwRm9oSjExdmhmaW54cWJZWkV4UjFOYVNsMWhjVHc	August 30, 2016	5	Got all the leagues and cups you want and all the info and news you need. Great app. Only downside is the permissions required. Can't see why some are needed. 4.5 stars because of this.	-	UP
Z3A6QU9xcFRPSDFGLV90akdXYXZ2Q2xOdXJNWkdzVzhyVlJCeHh0OVBLSlRFelFPYzMtel9YWVhET3ZhNGc5SkNMSkFhVVZfa1BiS3ZxTGNYVjN5S0dCWFE	June 29, 2016	5	Asks just the permissions it needs. Beautiful clear ui. And it seems very precise. I use it at night because the backlight on my bike's speedo is broken.	+	MiP
Z3A6QU9xcFRPSDA2X05sdjlFS2Q0NTdUZ0dPUUM4RmxycmZwWDhVdXJrc0hxWWVLWG5Hd1RhX3l4ZkpZNjJwX0RFTE9BaWJ4b1pGZmhsYlFnTGJKUmEtWHc	June 11, 2016	5	like your permissions	+	PP
Z3A6QU9xcFRPRzZtLUxMby1LMVRvdlNIMXhNVWp0bXJkN21TajczSXBZb0hoSWJQVmZZWFpoRVg4RnNvRE1ZX0Q3al8zRmNzREhpcnhZdDZ5RkhXVDBsLXc	April 11, 2016	5	App closes itself once all permissions are provided.	-	PRB
Z3A6QU9xcFRPRzNFYjNtc1NpbHZBS3oyckgza05Ec3VYZ1U0QVZNT2VvSUxYVHU0ck9QSEZKVXBKS3RlVWJzMzhZbVBsV2h5NFljSGREWFVKUExETDE5M0E	September 14, 2016	5	Works well, with convenient access to free ebook libraries. Requires almost no permissions.	+	MiP
Z3A6QU9xcFRPRzJtdFZJcjE1OWRuQ3dzdmdWajlnTFZQQUNmQmQ0dmxhU1JZWGtBNTVEMEthTjlBR0NrMEFmMW1kcXc3cWdIZ1NEdkhYQl9PRWlLT1NsT3c	January 5, 2017	5	Best internet site for privacy	-	NR
Z3A6QU9xcFRPRzJfSDItR3NJell1OWd1bFhnNWtPYk8yT1ZhMFdTMzNpRUhrUzJOMGVLcDBxRkVpWlU5ckZaUjVodjNBaXFQNjNFa243UFZvTVEwYlkzREE	January 20, 2016	5	I like that it doesn't ask special permissions  to use my mic,/camera and SD card n does what it says stream real time FM music this ap is good.Great job with set up!!	+	PP, MiP
Z3A6QU9xcFRPRzIweUhvY2hUZTJieWFacG9JUTRnQk9tNXJNdDhPWGdQLXQzZ254cUVQS3VnRXZKUm91aWJ0TVM4UXplTnR2aGhfY3V0X2VtT1UyXzYteEE	September 17, 2016	5	Best app I've used to stay informed,respects your privacy and friendly user interface too! , Just wish they would add tabs	+	PP
Z3A6QU9xcFRPRzhyWkJxZkIyVUxjcUlOUkVxcHJ3V2JKRlFQLVRORHBxQmdSV21OX1N2cUpWVmhOZU45bG1OaGd5QVBZVC1NOU1CYmt6WUs3dkhvZUhUb0E	July 20, 2016	5	Its True Guys No Root permission .oh this app help much	+	NR
Z3A6QU9xcFRPRzhUT2pub2xUSlE4SWZ4UzJPLTRKRTViVUpqRnRvdVNuNEN2R3JsSlRlRU1PY09tT3g4YmF3TldMOXFsUDBTUG11dFJKekZZV094Vk8wQXc	June 10, 2016	5	This is really simple and really fun. It's pretty relaxing too. No timers, no ads, and no excessive permissions needed. Also feels like it was written by aliens with the suspenseful music and strange designs you end up with at the end of each level. I wouldn't change a thing! :)  *edit*  OK now there's ads....	+	MiP
Z3A6QU9xcFRPRzhjQ2sxY3NEdUFxNUF3SXd4UUhnbEFVZjVXZ3JpVTNSWHMzRExMcjY3WS1pMzVZR3g2T2ZYZkNxdW1VUWtWdkZkYmRlbHdHQWNKU3A2SXc	November 28, 2016	5	It has nice graphics and I like how I put the reasons for permission on the description	+	PP
Z3A6QU9xcFRPRy1wTjI2MnNoMkhzUUU2MzZpSXRSNzBSYVBTeE40QkdTMWpYYVlUZVczVVQzV0NlTmwwT0haTko4azkybVI5YUlNc1RiOEFVeGtvbndzZWc	November 8, 2016	5	Yiuyegegegrgegegegegegegbwbsbsbsbsbsbsbsbebebdbdbebebebebegeyehe of this email address below to view our privacy and cookie policy terms with a few weeks to dispatch department store hdhd	-	NR
Z3A6QU9xcFRPRy1DeEl1ZlNOa1IwRFVUWFEyZlNOaDRmWmFvM2dDcW16RGVfQkd0dFpCbExzY0EtS1pnWTJqdWp1cXg0cl92YTVVNWZmeFFPWEFWOVlhdXc	May 5, 2016	5	Concerned about the number of permissions required otherwise mostly pretty good for keeping up on area events and concerns.	+	TMP
Z3A6QU9xcFRPRXZDTzFsbElpakVuck9LRHl3RE0wdEIyT1hwYm1sUm5mZWwxbDI1eF9XaWN4LVNfOEpEdVpYbGk1bXhfYzV3aVZkLXVPVnlodWVmRFc5bGc	October 22, 2016	5	Better than Skype, better than WhatsApp. Love the Linux client in the works and the good webclient. Love the FOSS mentality and privacy.	+	PP
Z3A6QU9xcFRPRXpVLXVzWkpyS2phckJlUS1iZUozd25QYWVRdEhCT0NVUnlaMjAzSXpuYXhVSGJvR3dRMVZrMHl1M0xhM2Y2Umd0UUdfaDNFUkpXcWlNZ3c	July 1, 2016	5	The app, when purchased, is very customisable. Colours, fonts, layouts, designs, you name it. The access permissions to you're SMS messages is a bit dubious but, you can opt out of this so it's not an issue. The predictions are very accurate, hitting the correct intentional wording at least 90℅ of the time (which is impressive by any standard). This app is one of those classic apps: if it aint broke, don't fix it.	-	UP
Z3A6QU9xcFRPRXJoNWNXdG51VnpJeU5WbWFwcWo2eTI0UzlEZ1E1ZFZkcDVvRXFoV2Z2c1ZlbkgxNDc1UHpheXZHWG40SzdtemtmZTFLQ01DU19oRDZCWFE	December 8, 2016	5	DuckDuckGo is the best privacy focused search engine. The app can even be routed through the TOR network. Their results could be a tad better, but they do pretty well without tracking the whole internet's browsing history.	+	PP
Z3A6QU9xcFRPRXJMMlhGOU9ERE9qVDNXNWlFU1pJa2FBZXNyOXFVdW5ybDlhaXprUWxEcFV6eEZtUVNSWGNTd2pYLW9HdHJ2dmpoYlJnV01KeWp1T2xVY3c	May 25, 2016	5	I love this browser.  Privacy is the way to go...	+	NR
Z3A6QU9xcFRPRXJJRTJWb0EyQnR0bTgtUnd6cTU3TndsMkV6bkVLM0hzU0hjamVQNVY1STRPX2hYczV6RlJwSkJiWm90NFNWSzZSOHlCWnRhSlpjcUxoNlE	January 2, 2017	5	Privacy policy is reasonable. Easy to sync with wife's iPhone.	+	PP
Z3A6QU9xcFRPRXh2RGRvUWs1TmFVaWo0clhwbElKR09ELUM1eUVFOGpNZTczS1J0Z3pKRGJhYmZLN2VhSUl2SHEzMkpQc3ZwYkRQWWc3OFdIOFQzTmMwZUE	May 20, 2016	5	Hi there I was am very excited about it and I will get back on track with you and your team, family's life. HD.SAJ695103jams with your permissionGodBless Thank you	-	NR
Z3A6QU9xcFRPRXg2MzVZVlgxd3dHOHZOcVR0Q0ZZUWlzdVZ2THFDQVVWQ1E0ektpWl9jbjlsT25GcjlWcmpjV0g3MTVIR3R5VlV5dlIwcWJKdjdPYkVHRHc	March 5, 2017	5	Awesome. Just awesome, no hassling 'Pro' options or any of that rubbish, just gentle ads which aren't intrusive in any way. This is how an app should be, let alone a VPN one also, kudos to you Opera!  -Super quick and easy setup (30-60 seconds)  -Beautiful and clean Material Design layout  -Privacy Guardian  -Non-intrusive ads  -No in app purchases  -Olaf	+	PP
Z3A6QU9xcFRPRXdIYmFadUtjeWs2RmdDcGwyTS1ETVpNWEFCam9SRVRKWktiUEl4N01BLUtxc1ZNUE1YNWFoZmtjUVdsQURROU5EVS1EaEVxSVhwVE5VNUE	August 4, 2016	5	Awesome app but My feed just keeps loading. It never comes up. It just stays loading. And my privacy setting is set to social. Any suggestions?	-	NR
Z3A6QU9xcFRPRWtkbGYtNkdmZDY2UFI3UXVRVWF6cGlHNU56NzNfV1J0aklQaG1TUEZBZEJjUVZ4b3puZERTcVlZZi1HUDJEeEh3N2wwa191Y1JzbENZdlE	December 20, 2016	5	It's a very nice app to record video on privacy	+	PP
Z3A6QU9xcFRPRWlUSldiRW15cUJqeHNOdDV3OXAtdHpHSXRkVlViS2ljVy1feDljRzE3VW4wa1VOV041d2c5S2psS0FsajFocW5SMk5YNTFMZFVGV0M4Y2c	November 3, 2016	5	If you need extra money for holidays this is a great way to do it. This is by no means an income just extra $. The apps permissions are legitimate and reasonable. You need to be at site to do assignment & camera to take pictures usually required for job. Customer support is superb & quick to fix. Payment is accurate and on time (even early occasionally) via PayPal. Be sure to do jobs you request or it will hurt future assignments & understandably so since they could end up in a lurch with the customer.	+	PP, MiP
Z3A6QU9xcFRPRWI3cHQ1TDJmREp1enFtRmhVU0Z2ei1pSHBGMWh4NHktQ2pjZVZQNXdrY1lRN1BRNkxPS0pFQmVEQmpNazVhTExLT1hUQ09xNFBiX0JBZlE	May 7, 2016	5	Cleans up well, honest, trusted, reliable company, no ridiculous permissions.	+	MiP
Z3A6QU9xcFRPRWhJNjdWN0pzRWJUQXZoS1M5Y29oSWpQcEJCMXBJQ2lIcnZpUFd2TllCcWx4UF84SHRIY2RCLXFyZUJJRmJrR1BLUUZUQ3pvd19FSGNFOUE	April 10, 2016	5	Its great. Simple, does exactly what I want it to do and has good privacy settings. What more can you ask for?	+	PP
Z3A6QU9xcFRPRWFDZTJSdWMyejNGOTgxYnNPanQzU2RLaHhKSHg3RVJFZ1gtNXFkT241bW9wcnZpX0doZXBjdDFDUlJzQU5PVWo2UnYyYW5LNExxeVZiZkE	July 24, 2016	5	I love using this app. I can order my prescription refills, check for upcoming appts and cancel/reschedule if I need to. I can also look up my medical records, lab results and a summary of my medications from the Mayo Hospital pharmacy. This application makes life so much easier!! I guarantee you will appreciate the ease of use, the amount of data you can get and privacy policies.	+	PP
Z3A6QU9xcFRPRWdGc0phR01SYkpGdHdyX29zdV96UEpWTGt3bDMwX2k4RE1KUEdNNkJyeGR4dmF2aEZ4NlQ1Y21jb0hOMXNlWXpyRGw5T0UwVXpuZGJQOGc	October 9, 2016	5	I jumped from ES to this. The recent ES is horrible. Bad UI/UX, full of ads, keep crashing, required extra permissions that's not necessary. Not friendly with Android 6+. Loved this app. Clean design, very responsive. Easy to use. No bug so far I find. I paid the full version already before the trial expired. :D BTW, It works with OTG where the ES wasn't supported on my HTC 10. Great!	-	TMP
Z3A6QU9xcFRPRVVWRlpheGRyaFpmeFRlaVlxbzhObmRhclRSdm84ZUxhWDJ4ajBZZ21LRm1IaWZfNlB3b1ZuRGZnS25fbVlaWWY3SHEyVXZvalB1eFYySWc	October 4, 2016	5	They had acknowledged that the permission to access phone calls is unnecessary and announced that they'll remove it on the next update.. Thanks for listening to your clients Gumi.. Good job.. Well, I do hope that update comes soon.. Installed the new version anyway.. :)) anyhow, it's final fantasy with the old FF characters in it, so 5 stars. :)	+	PP
Z3A6QU9xcFRPRVJoQlo3aTBQU3FrT1g3bzhFcjVRbVNld2lOeFhUWmlGMTVZTDkydWRwTjg3Z1lTVXVDV2NVdjltdXY2dkluMjk1UWxGRWV4SnhHWVE4RGc	April 2, 2016	5	Been using CG now for quite some time and have always found it to be excellent. The free stuff is great (proxy & VPN) but you can also configure the app using a subscription account. Choice of servers, no logs and can install on up to 5 devices, with really good support. These people take privacy seriously. Can't go wrong really.	+	PP
Z3A6QU9xcFRPRVhsbzlDRk1hUUh0R0w1Vlc0Q0ZmY1FMVlhPWWtWWWtnWTUydHJSVXpaMzR2QVVXNTFEZEpGRG9hSkVwUjhmampqZmtkbE5XaDQ5dkN4OVE	September 14, 2016	5	Great app . thank for the responce and the explanation. Please add reminder of taking the medication with loud alert Notifier. Previous review ( It says that you are not responsible for anything at all , why then you gave yourself the right to collect data about users , there idenity , devices and device usage and want to have access to users photos and media , location any many more permissions users must give to be able to use the app ?	-	TMP
Z3A6QU9xcFRPRV8wdmhBNXYxNnB3dUtYNGlPdGdCbk9DcTRXNEFRWF9SczNuNERJYzcySFBGenFFcDBDOE1vQWJRMTJuMng5bzhOeDY5a2dyQjFUYm9DTVE	February 13, 2016	5	No ads, no BS permissions 3A6QU9xcFRPRnVjYWpOME51YVNBSHNSVXplZDZZUGZyQXJNN2J1U0lTSFBRNXBLb3dMTXhJTVN2MzlzeHBETjlyZWJ6ZWI2Mm9lX2N4VHVqSnpfMmRHSHlV"	+	PP
Z3A6QU9xcFRPRUxydkZRR0dhcElYOFJFUHdidTZzcVV6V3pGeFd4a2lfbmpqUU00QlFkdXpkb3ZySVRxNHFfUFh0dGhGTWF5ckNRb1pKbzduMl9ldVk5LWc	December 24, 2016	5	I love the VPN since the UK gov hate privacy I use it a lot. But 2 icons in task bar makes me think I'm connected when I'm not	-	NR
Z3A6QU9xcFRPRUVhSjJGSWJHTDEzSGxzaEpFZVB1OTFDQWpWcHJENjN0RWdNSVVTTmhxSzlITGtjazNFZjBfdy1acHVnSDhRUXJWdHM1aHNQT0hzRnRzREE	February 21, 2016	5	Finally salvation from stupidity and evil 😈 finally an app that helps the world become a better place . it has no permissions , its clean serious and effective . congratulations you are a fabulous human 👍   👌  😇 . thank you .	+	MiP
Z3A6QU9xcFRPRUUxbWUybjhvOU9UXzVQNE1zNEZ3ZjFqcmZZdFN4UE85VnpsNUs1LU9CU240bkRUb2UxS2ZOM3E1VW4tUTJ3ZFA3TTlPaW91UVU1VS1nQWc	April 11, 2016	5	Im really young so i dont bother. Its embarrassing with my mum so i found this. It really help especially with a lock so no-one can imvade on ur privacy.                Amazing	-	NR
Z3A6QU9xcFRPRUtYOUdnNk9fX0llSnlMZEx3LTBuRlprWVBaWVhHUjNzYWV4LXJ5Yk9pck1RVmlyZWZDWEUxRWp0VENCVTRuTm9UamNVZEpoYVpHXzFqZ0E	January 3, 2016	5	Easy interface, just one permission and completely free and fully functional with no ads! Amazing!	+	MiP
Z3A6QU9xcFRPRUpDM3RVTFJqU09NcElZbUtUZ1hWTWxPWGloRktfOUpLcFNZTHZ2ZnI1Z3UzcncxYV94UktuQURpSEg1eHZrcU9UanNVbFQ1NkpEeTBZRGc	March 28, 2016	5	I love being able to reach out to parents and students in a quick and easy form! I have privacy without having to give out my personal number or email.	+	PP
Z3A6QU9xcFRPRUNiMHBza05aRnV6VV84UGk5dkk4Rkh4SHhBSXo5ZmZaekN2NUlxQnBIM2tHYzRPM1hOMWYzeGhYNC12RWdMNV9rRWV2V2V0a0dTRGVRUVE	July 1, 2016	5	no strange permissions	+	PP
Z3A6QU9xcFRPRUJ0UGVDMjMwSGN2SXhxbmtoR0RBWW5hZ1A5eTkyRXBJcTBlWGxaN0RkX1pFR0s4TGstYjBTU01KbXZ2TU5oMXdSS3ItOWJoVDZWMVBqZlE	September 12, 2016	5	Maintains my privacy!	+	PP
Z3A6QU9xcFRPRUFRZGlsUVRyU205bURmMldZOUxsaTJIVURlcVkzYUxTcmRoVFlTWkx0UWR2c0pIOTdSdV9QRG43c1hqWkVobzJXNEswdk9BVG1QTC1xQ0E	January 19, 2017	5	I paid 2 bucks,  saw top 10 for 5 days, the it told me I don't have APP permission and now it doesn't even show top 5...or anyone. Completely blank	-	PRB
Z3A6QU9xcFRPRUdpUXRPM0MwVVU3SnFvQk9lU3Rfa21TVDFHSmZyUWkwQjJSQWhoVUktZ3kzV2hhQjd2cEtaSjVBWENOZm9odnBNX2pFRDQtaGVpbjFzbHc	February 28, 2017	5	When this was recently updated my clock stopped working. It would not show up when i plugged the phone into my dock. I had to uninstall the app then re-install to get it working. It now works perfectly fine i think it may have had something to do with the permissions.	-	PRB
Z3A6QU9xcFRPRU5mYmRVNm1RZTJTRU1GRHlvR1kzNDJ2SlFhc0Y5dFJPMXpONWhveENaanNTSkVfUXJQX1ZISzliQ0o2NWtLa0Uyd3lwanJDd19WaU02Tnc	December 19, 2016	5	I have an LG G4 phone, this app used to work and I loved it, but the latest updates gives me an error message after it asks for permission to change sound mode and I tap on allow. The error says: unfortunately com. Android. Settings has stopped.   The phone is running on marshmallow 6.0. thank you.  , PS. All permissions are allowed in the settings.	-	PRB
